SANTA INVENTORY                        M A G I C   Version  8.30

 System : (SI)  SANTA                                           Date : 10/26/2020
   Page :   1     Table Repository                              Time : 11:05:41

 +-#--+------ Name --------+Columns+Indexes+Size+- DB table -+--- Database ---+
 |   3|Cabang              |      4|      2|  10|CABANG      |INVENTORY       |
 |  68|Promo Periode DT    |      9|      5|  54|PROMODTL    |INVENTORY       |
 |  69|Customer Type       |      3|      1|  25|CUSTYPE     |INVENTORY       |
 |  70|Location            |      7|      1|  57|AREA        |INVENTORY       |
 |  71|Check Stock Location|      5|      2|  28|CHECKSOL    |INVENTORY       |
 |  72|Price Location      |      2|      2|   9|PRICAREA    |INVENTORY       |
 |  73|Closing Location    |      3|      2|  16|CLOSELOC    |INVENTORY       |
 |  74|Type Lokasi         |      2|      2|   6|TYPLOC      |INVENTORY       |
 |  75|Wilayah             |      5|      2|  50|WILAYAH     |INVENTORY       |
 |  76|Wilayah by Amount   |      6|      2|  38|NILAIWIL    |INVENTORY       |
 |  77|Consl Customer HD   |      2|      1|  35|CONCUSTH    |INVENTORY       |
 |  78|Consl Customer DT   |      5|      1|  40|CONCUSTD    |INVENTORY       |
 |  79|Info Detail Customer|      7|      1| 123|INFOCUST    |INVENTORY       |
 |  80|------------- Master|      0|      0|   0|            |Btrieve         |
 |  81|Master_Article      |     12|      2| 139|NEWART      |PRODUKSI        |
 |  82|MASTER BARANG BB    |     28|     16| 216|PRODUCT     |PRODUKSI        |
 |  83|Article Size        |      2|      1|  20|ARTSIZE     |PRODUKSI        |
 |  84|Article Colour      |      2|      1|  20|ARTCOLR     |PRODUKSI        |
 |  85|Article Size Colour |      4|      2|  33|ARTSZCL     |PRODUKSI        |
 |  86|Atribute Article    |      3|      1|  47|ATRIBUTE    |PRODUKSI        |
 |  87|Auditrial Master Bar|      5|      2|  43|PRDAUDIT    |PRODUKSI        |
 |  88|Additional Cost UOM |      5|      1|  28|ADDCOST     |PRODUKSI        |
 |  89|Additional Cost UOM |      5|      1|  28|ADDCOJL     |PRODUKSI        |
 |  90|Stock By Lokasi     |     10|      3|  74|STOCKLOC    |INVENTORY       |
 |  91|Article By Cust Type|      5|      2|  39|ARTBYCUS    |INVENTORY       |
 |  92|Multi Price         |      9|      4|  67|MULTIPRC    |INVENTORY       |
 |  93|Status Promo Counter|      7|      4|  71|STSPROMO    |INVENTORY       |
 |  94|Market Article      |      5|      2|  48|MARKART     |INVENTORY       |
 |  95|Supplier++          |     22|      5| 321|SUPPLIER    |INVENTORY       |
 |  96|Supplier Contact    |      7|      1| 216|SUPCONT     |INVENTORY       |
 |  97|Supplier Account Num|      4|      1| 106|SUPACC      |INVENTORY       |
 |  98|Block Supplier      |      2|      1|   7|STATSUPP    |INVENTORY       |
 |  99|Purchase            |     16|      4| 113|PURPRICE    |INVENTORY       |
 | 100|Purprice History    |     14|      3|  95|PRICEHIST   |INVENTORY       |
 | 101|PO Hdr              |     24|      7| 189|POHDER      |INVENTORY       |
 | 102|PO Dtl              |     22|      7| 159|PODTAIL     |INVENTORY       |
 +----+--------------------+-------+-------+----+------------+----------------+


SANTA INVENTORY                        M A G I C   Version  8.30

 System : (SI)  SANTA                                           Date : 10/26/2020
   Page :   3     Table Repository                              Time : 11:05:41

 +-#--+------ Name --------+Columns+Indexes+Size+- DB table -+--- Database ---+
 | 103|PO Delivery         |      5|      1|  26|PODLIVER    |PRODUKSI        |
 | 104|------------- Trx IV|      0|      0|   0|            |Btrieve         |
 | 105|Receiving HDR       |     29|     10| 232|RCVHDR      |INVENTORY       |
 | 106|Receiving DTL       |     24|      7| 186|RCVDTL      |INVENTORY       |
 | 107|Receiving Freight Co|      8|      1|  87|RCVCOST     |PRODUKSI        |
 | 108|Adjustment Hdr      |     17|      3| 126|ADJHD       |INVENTORY       |
 | 109|Adjustment DT       |     16|      3| 134|ADJBJDT     |INVENTORY       |
 | 110|Taking HAL Gondola  |      5|      2|  70|TAKGOND     |INVENTORY       |
 | 111|Taking Detail Gondol|     11|      3| 111|TAKINGDT    |INVENTORY       |
 | 112|Loc Transfer Hdr    |     17|      7| 131|LCTRFHD     |INVENTORY       |
 | 113|Loc Transfer Dtl    |     16|      5| 132|LCTRFDT     |INVENTORY       |
 | 114|Loc Transfer Scan   |     13|      2| 106|LCTRSCAN    |INVENTORY       |
 | 115|Transfer Hdr Barcode|     17|      7| 131|LCTHDBR     |INVENTORY       |
 | 116|Transfer Dtl Barcode|     16|      5| 132|LCTDTBR     |INVENTORY       |
 | 117|Loc Transfer IN     |      3|      1|  30|LCTRECV     |INVENTORY       |
 | 118|Loc Transfer IN New |      6|      5|  58|LCSTATS     |INVENTORY       |
 | 119|Customer Prod Disc H|     15|      5| 123|PCUSDISH    |INVENTORY       |
 | 120|Customer Prod Disc D|     11|      6|  87|PCUSDISD    |INVENTORY       |
 | 121|Category Disc HD (1)|     15|      4| 121|CPROMOHD    |INVENTORY       |
 | 122|Category Disc DT (2)|     12|      8|  76|CPROMODT    |INVENTORY       |
 | 123|Margin Category (3) |     12|      8|  76|MARGIN      |INVENTORY       |
 | 124|Category Article    |      9|      5|  55|OUTPRICE    |INVENTORY       |
 | 125|Recap Article       |     12|      8|  76|RCPART      |INVENTORY       |
 | 126|Templete Customer Di|      5|      2|  31|PCUSDTEM    |INVENTORY       |
 | 127|Paket Promo HD      |     15|      5| 128|PROMOHSL    |INVENTORY       |
 | 128|Paket Promo DT      |     10|      3|  89|PROMODSL    |INVENTORY       |
 | 129|Promo Customer Disc |      6|      3|  36|PROMOCSL    |INVENTORY       |
 | 130|PWP Disc Maintenance|     15|      6| 104|PWPROMO     |INVENTORY       |
 | 131|Recv DO Hdr         |     20|      6| 147|DORECHD     |INVENTORY       |
 | 132|Recv DO Dtl         |     16|      5| 132|DORECDT     |INVENTORY       |
 | 133|DO 2 Produksi HD    |     19|      4| 146|PRODINHD    |PRODUKSI        |
 | 134|DO 2 Produksi DT    |     19|      5| 161|PRODINDT    |PRODUKSI        |
 | 135|Variance Taking HD  |     14|      1| 130|VTAKEHD     |INVENTORY       |
 | 136|Variance Taking DT  |     18|      1| 127|VTAKEDT     |INVENTORY       |
 | 137|Total Variance      |     18|      1| 317|VSUMMARY    |INVENTORY       |
 | 138|Mutasi Artikel Hdr  |     19|      4| 156|MTSARTHD    |INVENTORY       |
 | 139|Mutasi Artikel Dtl  |     15|      3| 126|MTSARTDT    |INVENTORY       |
 | 140|Write Off Hdr       |     17|      3| 126|WOHDR       |INVENTORY       |
 | 141|Write Off Dtl       |     20|      4| 157|WODTL       |INVENTORY       |
 | 142|DO HASIL IMPORT HD  |     16|      3| 146|SPKIMDOH    |PRODUKSI        |
 | 143|DO HASIL IMPORT DT  |     19|      7| 159|SPKIMDOD    |PRODUKSI        |
 | 144|-------------- Sales|      0|      0|   0|            |Btrieve         |
 | 145|Setup Sales Limit   |      5|      1|  32|SETLIMIT    |INVENTORY       |
 | 146|Sales Trx Seq       |      4|      1|  16|SLSEQNON    |INVENTORY       |
 | 147|Sales Trx Seq VAT   |      4|      1|  16|SLSEQNOP    |INVENTORY       |
 | 148|Sales Trx Seq SHW   |      4|      1|  16|SLSEQSHW    |INVENTORY       |
 | 149|Sales Counter POS   |      4|      1|  19|SLSEQPOS    |INVENTORY       |
 | 150|Sales Order HD      |     29|      9| 208|SORDHD      |INVENTORY       |
 | 151|Sales Order DT      |     29|      8| 177|SORDDT      |INVENTORY       |
 | 152|Variasi Order HD    |      6|      1|  52|VAPROMO     |INVENTORY       |
 | 153|Sales Hdr           |     33|     11| 232|SLTRXHD     |INVENTORY       |
 +----+--------------------+-------+-------+----+------------+----------------+


SANTA INVENTORY                        M A G I C   Version  8.30

 System : (SI)  SANTA                                           Date : 10/26/2020
   Page :   4     Table Repository                              Time : 11:05:41

 +-#--+------ Name --------+Columns+Indexes+Size+- DB table -+--- Database ---+
 | 154|Sales Detail        |     36|     12| 226|SLSTRXDT    |INVENTORY       |
 | 155|Sales Hdr Consignmen|     33|     11| 232|SLTRCXHD    |INVENTORY       |
 | 156|Sales Dtl CONSIGMENT|     36|     12| 226|SLTRCXDT    |INVENTORY       |
 | 157|Sales Showroom HD   |     33|     12| 232|SLTRWHD     |INVENTORY       |
 | 158|Sales Showroom DT   |     36|     11| 226|SLTRWDT     |INVENTORY       |
 | 159|Recap Sales         |      7|      2|  56|SLSRECAP    |INVENTORY       |
 | 160|No SO Manual        |      4|      1|  62|SLSONO      |INVENTORY       |
 | 161|No SO Online        |      4|      2|  62|SLSONLINE   |INVENTORY       |
 | 162|Customer Faktur     |     15|      1| 246|CUSTFAKT    |INVENTORY       |
 | 163|Packing List HD     |     15|      6| 143|PACKLISH    |INVENTORY       |
 | 164|Packing List DT     |     26|      9| 176|PACKLISD    |INVENTORY       |
 | 165|Sales Detail Consi H|     32|      9| 222|SLCONSHD    |INVENTORY       |
 | 166|Sales Detail Consi D|     36|     10| 226|SLSCONDT    |INVENTORY       |
 | 167|Sales Verifikasi    |      7|      2|  46|SLSVERI     |INVENTORY       |
 | 168|Sales Showroom Payme|     10|      3|  76|SLTRXPAY    |INVENTORY       |
 | 169|==RETURN HO==       |      0|      0|   0|            |Default Database|
 | 170|Sales Return Hd HO  |     29|      7| 206|SLSRTNHD    |INVENTORY       |
 | 171|Sales Return Dt HO  |     32|      4| 196|SLSRTDTL    |INVENTORY       |
 | 172|                    |      0|      0|   0|            |Default Database|
 | 173|==RETURN CABANG==   |      0|      0|   0|            |Default Database|
 | 174|Return Hd Cabang    |     29|      7| 206|RTNCBHD     |INVENTORY       |
 | 175|Return Dt Cabang    |     32|      4| 196|RTNCBDT     |INVENTORY       |
 | 176|                    |      0|      0|   0|            |Default Database|
 | 177|Sales Refound FPS   |      6|      1|  67|SLSRFPS     |Btrieve         |
 | 178|Recap Sales Outlet H|     33|     11| 232|RCSLSOHD    |INVENTORY       |
 | 179|Recap Sales Outlet D|     33|     10| 206|RCSLSODT    |INVENTORY       |
 | 180|--------------- TEMP|      0|      0|   0|            |Btrieve         |
 | 182|Product Rel Code    |      2|      2|  25|MX1         |INVENTORY       |
 | 183|Terbilang           |      2|      1|  11|BILANGAN    |INVENTORY       |
 | 184|User Autorization   |     10|      1|  75|AUTHORIZ    |INVENTORY       |
 | 185|User Autorization Wh|     10|      1|  75|AUTHORWH    |INVENTORY       |
 | 186|Add User AutoR      |     10|      1|  39|AUTHORAD    |INVENTORY       |
 | 187|Group Product HD    |      2|      1|  33|GROUPROD    |INVENTORY       |
 | 188|Group Product DT    |      2|      2|  18|SPCPROD     |INVENTORY       |
 | 189|On Processing       |      3|      1|   7|%LCL%ONPROC |Btrieve         |
 | 190|Simulasi Promo Disc |     16|      3| 101|SIPRODIS    |INVENTORY       |
 | 191|Product by Promo Typ|     15|      2| 100|PROMOPRO    |INVENTORY       |
 | 192|Perubahan Promo Type|      8|      2|  66|PROTYHD     |INVENTORY       |
 | 193|Perubahan Promo Type|     17|      3| 125|PROTYDT     |INVENTORY       |
 | 194|RECAP SALES Percent |     25|      1| 389|RECAPSLSP   |Default Database|
 | 195|SHOWROOM MIXCODE    |      6|      3|  54|SMIXCODE    |INVENTORY       |
 | 196|Class vs Group      |      3|      2|  39|GROUP       |INVENTORY       |
 | 197|Subclass vs Subgorup|      4|      2|  41|SUBGROUP    |INVENTORY       |
 | 198|SALES SHOWROOM      |     16|      5| 119|SALESHOW    |INVENTORY       |
 | 199|RECAP SALES STORE DT|     15|      4|  99|RECAPSLS.SGI|INVENTORY       |
 | 200|TEMPLETE SALES      |      6|      3|  47|TEMSB       |INVENTORY       |
 | 201|Production OUT HD   |     18|      6| 138|PRDOUTHD    |PRODUKSI        |
 | 202|Production OUT DT   |     17|      6| 155|PRDOUTDT    |PRODUKSI        |
 | 203|==CASH MANAGEMENT ==|      0|      0|   0|            |Btrieve         |
 | 204|Cash Bank History   |     29|     14| 273|CHISTRYH    |FINANCE         |
 | 205|Cash Bank Detail    |     17|      3| 189|CHISTRYD    |FINANCE         |
 +----+--------------------+-------+-------+----+------------+----------------+


SANTA INVENTORY                        M A G I C   Version  8.30

 System : (SI)  SANTA                                           Date : 10/26/2020
   Page :   5     Table Repository                              Time : 11:05:41

 +-#--+------ Name --------+Columns+Indexes+Size+- DB table -+--- Database ---+
 | 206|Sales Invoice       |     20|     16| 164|SALESINV    |FINANCE         |
 | 207|Entry Opname Header |     17|      7| 131|ENTOPNH     |Default Database|
 | 208|Entry Opname Detail |     16|      5| 132|ENTOPND     |Default Database|
 | 209|Entry Opname Scan   |     13|      2| 106|ENTOPNC     |Default Database|
 | 210|===GENERAL LEDGER===|      0|      0|   0|            |Default Database|
 | 211|Sales Trx Seq VAT   |      4|      1|  16|%SP%SLSEQNOP|Default Database|
 | 212|DAILY PROCESS P     |      5|      2|  27|%SP%QB98    |Default Database|
 | 213|P Sales Hdr         |     33|     11| 232|%SP%SLTRXHD |Default Database|
 | 214|P Sales Dtl         |     36|     12| 226|%SP%SLSTRXDT|Default Database|
 | 215|P Sales Refund HD   |     29|      7| 206|%SP%SLSRTNHD|Default Database|
 | 216|P Sales Refund DT   |     32|      4| 196|%SP%SLSRTDTL|Default Database|
 | 217|P Sales Invoice     |     20|     16| 164|%SPF%SALESIN|Default Database|
 |    |                    |       |       |    |V           |                |
 | 218|P Product History   |     12|      6| 114|%SP%DPRHIST |Default Database|
 | 219|P PO Hdr            |     24|      7| 189|%SP%POHDER  |Default Database|
 | 220|P PO Dtl            |     22|      7| 159|%SP%PODTAIL |Default Database|
 | 221|P Receiving HDR     |     29|     10| 232|%SP%RCVHDR  |Default Database|
 | 222|P Receiving DTL     |     24|      7| 186|%SP%RCVDTL  |Default Database|
 | 223|P Adjustment Hdr    |     17|      3| 126|%SP%ADJHD   |Default Database|
 | 224|P Adjustment Dtl    |     16|      3| 134|%SP%ADJBJDT |Default Database|
 | 225|P Loc Transfer Hdr  |     17|      7| 131|%SP%LCTRFHD |Default Database|
 | 226|P Loc Transfer Dtl  |     16|      5| 132|%SP%LCTRFDT |Default Database|
 | 227|P DO Hdr            |     20|     10| 147|%SP%DOHDR   |Default Database|
 | 228|P DO Dtl            |     16|      5| 132|%SP%DODT    |Default Database|
 | 229|P Sales Order HD    |     29|      9| 208|%SP%SORDHD  |Default Database|
 | 230|P Sales Order DT    |     26|      8| 157|%SP%SORDDT  |Default Database|
 | 231|P Mutasi Artikel Hdr|     19|      4| 156|%SP%MTSARTHD|Default Database|
 | 232|P Mutasi Artikel Dtl|     15|      3| 126|%SP%MTSARTDT|Default Database|
 | 233|P Customer          |     28|      9| 560|%SP%CUSTOMER|Default Database|
 | 234|P Customer Type     |      3|      1|  25|%SP%CUSTYPE |Default Database|
 | 235|P Customer Class    |      2|      2|  11|%SP%CUSTCLAS|Default Database|
 | 236|P Location          |      7|      1|  57|%SP%AREA    |Default Database|
 | 237|P Check Stock Locati|      5|      2|  28|%SP%CHECKSOL|Default Database|
 | 238|P Stock By Lokasi   |     10|      3|  74|%SP%STOCKLOC|Default Database|
 | 239|P Multi Price       |      9|      4|  67|%SP%MULTIPRC|Default Database|
 | 240|Memo Santa          |      8|      2| 176|MEMODT      |Btrieve         |
 | 241|===file2 cab====    |      0|      0|   0|            |Default Database|
 | 242|cabProduct History  |     15|      6| 129|%CAB%HISTIV |Btrieve         |
 | 243|cabStock By Lokasi  |      9|      3|  55|%CAB%QB3    |Btrieve         |
 | 244|cabMASTER BARANG    |     26|      9| 177|%CAB%MASBAR |Btrieve         |
 | 245|cabDAILY PROCESS    |      5|      2|  20|%CAB%QB98   |Btrieve         |
 | 246|Recap FPS           |      6|      2|  86|C:\MAGIC8\RF|Btrieve         |
 |    |                    |       |       |    |PS          |                |
 | 247|STOCK PIVOT         |     18|      1| 313|STOCK       |SGI8            |
 | 248|RECAPSLS CUSTOMER   |     11|      1| 179|RCPCUST     |SGI8            |
 | 249|RECAPSLS ACCESS     |     22|      1| 378|RCSLSRET    |SGI8            |
 | 250|SERVICE LEVEL ACCESS|     23|      1| 368|RECSRVLV    |SGI8            |
 | 251|RECAP INVOICE       |     15|      1| 245|RCSALESINV  |SGI8            |
 | 252|OUTSTANDING INVOICE |     14|      1| 158|RCOUTINV    |SGI8            |
 | 253|RECAPSLS COUNTER    |     22|      1| 378|RCSLSRET    |SGI81           |
 | 254|SERVICE LEVEL COUNTE|     23|      1| 368|RECSRVLV    |SGI81           |
 +----+--------------------+-------+-------+----+------------+----------------+


SANTA INVENTORY                        M A G I C   Version  8.30

 System : (SI)  SANTA                                           Date : 10/26/2020
   Page :   6     Table Repository                              Time : 11:05:41

 +-#--+------ Name --------+Columns+Indexes+Size+- DB table -+--- Database ---+
 | 255|OUTSTANDING COUNTER |     14|      1| 158|RCOUTINV    |SGI81           |
 | 256|RECAPSLS DISTRIBUTOR|     22|      1| 378|RCSLSRET    |SGI82           |
 | 257|SERVICE LEVEL DISTRI|     23|      1| 368|RECSRVLV    |SGI82           |
 | 258|OUTSTANDING DISTRIBU|     14|      1| 158|RCOUTINV    |SGI82           |
 | 259|RECAPSLS GROSIR     |     22|      1| 378|RCSLSRET    |SGI83           |
 | 260|SERVICE LEVEL GROSIR|     23|      1| 368|RECSRVLV    |SGI83           |
 | 261|OUTSTANDING GROSIR  |     14|      1| 158|RCOUTINV    |SGI83           |
 | 262|RECAPSLS MODERNMARKE|     22|      1| 378|RCSLSRET    |SGI84           |
 | 263|SERVICE LEVEL MODERN|     23|      1| 368|RECSRVLV    |SGI84           |
 | 264|OUTSTANDING MODERNMA|     14|      1| 158|RCOUTINV    |SGI84           |
 | 265|RECAPSLS ACCESS PERS|     25|      1| 389|RCAPSLSP    |SGI8P           |
 | 266|====================|      0|      0|   0|            |Default Database|
 | 267|RECAP SALES         |     22|      1| 378|C:\RCSLSRET |Default Database|
 | 268|=======UL========   |      0|      0|   0|            |Default Database|
 | 269|Transfer Hdr <UL>   |     17|      7| 131|%UL%LCTRFHD.|Default Database|
 |    |                    |       |       |    |SGI         |                |
 | 270|Transfer DT <UL>    |     16|      1| 132|%UL%TRANSOUT|Default Database|
 |    |                    |       |       |    |.SGI        |                |
 | 271|Transfer IN <UL>    |      3|      1|  30|%UL%LCTRECV.|Default Database|
 |    |                    |       |       |    |SGI         |                |
 | 272|Loc Transfer IN New |      6|      5|  58|%UL%LCSTATS.|Default Database|
 |    |                    |       |       |    |SGI         |                |
 | 273|Product Transfer OUT|     21|      2| 169|%UL%PTRANOUT|Default Database|
 |    |                    |       |       |    |.SGI        |                |
 | 274|Brand Name <UL>     |      6|      3|  60|%UL%BRAND.SG|Default Database|
 |    |                    |       |       |    |I           |                |
 | 275|Size_Code <UL>      |      5|      2|  60|%UL%SIZE.SGI|Default Database|
 | 276|UOM <UL>            |      5|      1|  62|%UL%PRDUOM.S|Default Database|
 |    |                    |       |       |    |GI          |                |
 | 277|UOM Conversion <UL> |      6|      1|  45|%UL%PRDCONV.|Default Database|
 |    |                    |       |       |    |SGI         |                |
 | 278|UOM Showroom <UL>   |      7|      1|  53|%UL%UOMCONV.|Default Database|
 |    |                    |       |       |    |SGI         |                |
 | 279|Class <UL>          |      7|      3|  66|%UL%ACLASS.S|Default Database|
 |    |                    |       |       |    |GI          |                |
 | 280|Subclass <UL>       |      6|      2|  64|%UL%ASUBCLAS|Default Database|
 |    |                    |       |       |    |.SGI        |                |
 | 281|Salesman <UL>       |     11|      2| 161|%UL%SALESMAN|Default Database|
 |    |                    |       |       |    |.SGI        |                |
 | 282|Salesman Wilayah <UL|      5|      1|  40|%UL%SALESREG|Default Database|
 |    |                    |       |       |    |.SGI        |                |
 | 283|Customer <UL>       |     28|      9| 560|%UL%CUSTOMER|Default Database|
 |    |                    |       |       |    |.SGI        |                |
 | 284|Head Company Custome|      4|      3|  94|%UL%HOLDING.|Default Database|
 |    |                    |       |       |    |SGI         |                |
 | 285|Head Customer <UL>  |      3|      2|  43|%UL%HDBRANCH|Default Database|
 |    |                    |       |       |    |.SGI        |                |
 | 286|Customer Type <UL>  |      2|      1|  24|%UL%CUSTYPE.|Default Database|
 |    |                    |       |       |    |SGI         |                |
 | 287|Location <UL>       |      7|      1|  57|%UL%AREA.SGI|Default Database|
 | 288|Wilayah <UL>        |      5|      2|  50|%UL%WILAYAH.|Default Database|
 +----+--------------------+-------+-------+----+------------+----------------+


SANTA INVENTORY                        M A G I C   Version  8.30

 System : (SI)  SANTA                                           Date : 10/26/2020
   Page :   7     Table Repository                              Time : 11:05:42

 +-#--+------ Name --------+Columns+Indexes+Size+- DB table -+--- Database ---+
 |    |                    |       |       |    |SGI         |                |
 | 289|Master_Article <UL> |     12|      2| 139|%UL%NEWART.S|Default Database|
 |    |                    |       |       |    |GI          |                |
 | 290|MASTER BARANG BB <UL|     28|     15| 216|%UL%PRODUCT.|Default Database|
 |    |                    |       |       |    |SGI         |                |
 | 291|Additional Cost <UL>|      5|      1|  28|%UL%ADDCOST.|Default Database|
 |    |                    |       |       |    |SGI         |                |
 | 292|Monthly COGS <UL>   |     12|      2|  90|%UL%MONTHCOG|Default Database|
 |    |                    |       |       |    |.SGI        |                |
 | 293|Article By Cust Type|      5|      2|  39|%UL%ARTBYCUS|Default Database|
 |    |                    |       |       |    |.SGI        |                |
 | 294|Multi Price <UL>    |      9|      4|  67|%UL%MULTIPRC|Default Database|
 |    |                    |       |       |    |.SGI        |                |
 | 295|Supplier++ <UL>     |     22|      5| 321|%UL%SUPPLIER|Default Database|
 |    |                    |       |       |    |.SGI        |                |
 | 296|Purchase <UL>       |     16|      3| 113|%UL%PURPRICE|Default Database|
 |    |                    |       |       |    |.SGI        |                |
 | 297|Product Rel Code <UL|      2|      2|  25|%UL%MX1.SGI |Default Database|
 | 298|DO Hdr <UL>         |     20|     10| 147|%UL%DOHDR.SG|Default Database|
 |    |                    |       |       |    |I           |                |
 | 299|DO Dtl <UL>         |     16|      5| 132|%UL%DODT.SGI|Default Database|
